user_id,updated_at,category_counts,brand_counts,avg_check,last_k_items,last_active_ts
311,2026-02-18T05:52:06+00:00,"{""10"":100,""15"":35,""16"":9,""24"":158,""7"":77}","{""CleverBee"":18,""NordLine"":38,""Orion"":113,""Smarton"":76,""UrbanFit"":83}",,"[497,296,880,625,54,808]",2026-02-22T00:37:30+00:00
312,2026-02-12T16:17:37+00:00,"{""11"":98,""14"":64,""18"":137,""22"":55}","{""Aster"":87,""HomeArt"":5,""UrbanFit"":32}",29833.62,"[281,1070,29,625,906,899,365,998,262,831,842]",2026-02-12T22:54:59+00:00
313,2026-01-22T15:57:13+00:00,"{""1"":57,""12"":61,""15"":55,""18"":136,""7"":60}","{""Crafto"":95,""HomeArt"":102,""PixelWay"":22,""SilverBox"":54}",6432.88,"[522,225,979,162,153,78,682,828,256,905]",2026-01-30T10:51:46+00:00
314,2026-01-27T13:55:57+00:00,"{""10"":24,""2"":23,""4"":146,""5"":122}","{""Crafto"":33,""Orion"":58,""TrueSound"":19,""Vertex"":112}",13548.81,"[762,80,552,1173,492,1156,1053,1069,820,628]",2026-02-01T12:16:53+00:00
315,2025-12-09T00:13:21+00:00,"{""1"":110,""10"":116,""19"":93,""5"":156}","{""Brisk"":45,""Futura"":21,""PixelWay"":52,""UrbanFit"":45,""Vertex"":62}",,"[1070,425,1029,1049,698,993,1109]",2026-02-05T06:33:36+00:00
316,2026-02-02T01:41:20+00:00,"{""14"":84,""15"":119,""5"":130,""9"":75}","{""HomeArt"":107,""PixelWay"":26,""PrimeTech"":114,""Rivex"":87,""Volna"":74}",,"[294,825,1027,59,1031,701,473,477,1154,1043,899,1007]",2026-01-27T05:19:29+00:00
317,2026-03-01T17:27:04+00:00,"{""12"":124,""15"":160,""2"":7,""20"":6,""23"":136,""24"":119,""6"":57}","{""Crafto"":27,""MobiPro"":57,""Smarton"":45,""TrueSound"":51}",44081.16,"[286,111,686,1023,874,989]",2026-02-23T09:49:20+00:00
318,2026-01-09T07:17:12+00:00,"{""11"":132,""12"":156,""16"":133,""17"":111,""24"":58,""7"":77,""8"":98}","{""HomeArt"":15,""Orion"":27,""SilverBox"":74,""Terra"":8,""TrueSound"":11}",53466.48,"[181,6,528,806,113,944,526,857]",2026-01-30T21:13:05+00:00
319,2025-12-16T07:11:24+00:00,"{""1"":74,""12"":68,""19"":25,""3"":101,""7"":63}","{""CleverBee"":118,""Foxly"":25,""Neonix"":84,""Optima"":44,""Orion"":98}",30584.77,"[859,456,192,762,312,289,214,631]",2026-02-05T02:14:57+00:00
320,2026-02-07T15:41:23+00:00,"{""10"":48,""15"":99,""7"":20,""8"":4}","{""Orion"":6,""SilverBox"":40,""Vertex"":54,""Volna"":114}",38647.89,"[668,635,367,88,577,874,1106,809,512,278,224,886]",2026-02-02T02:09:39+00:00
321,2025-12-25T03:14:49+00:00,"{""13"":106,""20"":135,""22"":129,""24"":147}","{""CleverBee"":91,""HomeArt"":25,""MobiPro"":15,""Optima"":38,""TrueSound"":12}",46811.15,"[311,1157,1016,604,1155,1195,1170,1040,282,248,756]",2025-12-28T19:39:04+00:00
322,2025-12-23T22:47:23+00:00,"{""3"":140,""4"":154,""9"":27}","{""AquaLeaf"":93,""Foxly"":20,""Vertex"":117}",,"[160,988,265,104,249,161,127]",2026-01-15T18:50:16+00:00
323,2026-01-24T22:04:22+00:00,"{""15"":44,""17"":45,""6"":125,""7"":116,""8"":101}","{""Aster"":27,""Lira"":87,""PixelWay"":32}",21127.84,"[81,886,1002,762,854,1035,560,393,1091,413,365]",2026-02-04T11:55:17+00:00
324,2026-02-21T04:02:18+00:00,"{""1"":102,""17"":62,""9"":111}","{""Futura"":72,""Rivex"":91,""SilverBox"":94,""Terra"":29,""Volna"":28}",11743.22,"[92,1048,916,476,872,294,286,269,254,809,640,1014]",2026-02-25T06:48:01+00:00
325,2025-12-08T16:30:11+00:00,"{""12"":22,""2"":48,""9"":94}","{""AquaLeaf"":3,""Aster"":82,""Orion"":76,""Rivex"":27,""UrbanFit"":112}",56993.54,"[1134,1009,894,443,76,636]",2026-01-22T23:16:56+00:00
326,2025-12-23T14:30:15+00:00,"{""1"":53,""10"":79,""24"":117,""8"":15}","{""Foxly"":107,""HomeArt"":11,""PixelWay"":51}",34376.41,"[755,1074,682,137,518,620,962,414,656,1132]",2026-02-06T15:19:16+00:00
327,2026-01-15T08:32:17+00:00,"{""10"":71,""11"":56,""12"":100,""13"":95,""3"":19,""8"":28}","{""AquaLeaf"":56,""Brisk"":104,""Orion"":77,""Smarton"":113}",31164.11,"[285,353,279,1046,357,264,284,490]",2026-01-23T16:43:18+00:00
328,2026-01-18T13:15:53+00:00,"{""1"":84,""14"":49,""16"":120,""18"":122,""20"":22,""8"":50}","{""Foxly"":49,""Lumen"":55}",,"[22,994,374,827,536,87]",2026-01-23T14:40:41+00:00
329,2025-12-19T21:37:41+00:00,"{""18"":19,""19"":98,""5"":57}","{""Aster"":59,""Brisk"":70,""Lira"":40,""Lumen"":10,""Neonix"":42}",1046.78,"[15,967,259,745,862,110,392,1010]",2026-02-24T06:32:15+00:00
330,2026-02-02T15:47:39+00:00,"{""1"":68,""14"":78,""16"":99,""21"":121,""24"":26,""6"":72}","{""Aster"":21,""Futura"":76,""Lumen"":36}",2359.66,"[161,1193,708,246,1150,358,1119,130,513,1127,911]",2026-02-28T12:39:22+00:00
331,2025-12-29T08:27:18+00:00,"{""10"":10,""11"":155,""6"":105,""7"":155}","{""Aster"":18,""Crafto"":30,""Lira"":5,""MobiPro"":116}",4776.44,"[797,714,782,1144,401]",2026-02-09T06:40:23+00:00
332,2026-01-08T02:25:39+00:00,"{""10"":32,""14"":85,""22"":104,""7"":124,""9"":115}","{""Crafto"":53,""Neonix"":7,""SilverBox"":119,""UrbanFit"":32}",44864.62,"[228,499,591,178,805,1062,235,627]",2026-02-08T17:27:40+00:00
333,2025-12-20T01:16:02+00:00,"{""11"":38,""13"":59,""23"":133,""3"":83,""5"":111,""9"":82}","{""NordLine"":76,""Optima"":111,""Volna"":109}",12874.74,"[277,106,233,995,980,429,1005,194]",2026-02-20T00:28:21+00:00
334,2025-12-13T02:55:21+00:00,"{""1"":145,""13"":37,""14"":50,""16"":7,""17"":40}","{""MobiPro"":5,""PrimeTech"":104,""TrueSound"":96}",53912.48,"[1136,635,667,341,46,924,295,623,416,684,1072,435]",2026-01-01T04:20:28+00:00
335,2025-12-11T06:49:55+00:00,"{""10"":83,""21"":93,""24"":110,""4"":37,""8"":87}","{""Foxly"":120,""Smarton"":107,""UrbanFit"":83}",25392.60,"[657,453,793,1118,1174,1189]",2026-01-05T11:07:21+00:00
336,2025-12-03T04:37:32+00:00,"{""10"":8,""16"":70,""18"":24,""22"":20,""23"":145,""9"":43}","{""Futura"":57,""Lira"":112,""Lumen"":91}",45214.02,"[415,211,223,239,636,1007,374,116,512]",2026-02-25T18:05:07+00:00
337,2026-01-01T02:29:59+00:00,"{""16"":54,""2"":29,""9"":116}","{""Aster"":15,""Brisk"":22,""Volna"":49}",59723.65,"[1116,539,813,926,732]",2026-02-28T11:19:44+00:00
338,2025-12-09T13:45:24+00:00,"{""16"":116,""2"":93,""21"":94}","{""Lumen"":46,""NordLine"":26,""Orion"":38}",40690.95,"[1161,1069,1136,12,785,462,787,110,506,1092]",2026-01-06T03:45:04+00:00
339,2026-01-20T01:03:38+00:00,"{""11"":103,""13"":13,""2"":135,""4"":154,""9"":19}","{""Aster"":98,""NordLine"":5,""Optima"":89,""PrimeTech"":32,""TrueSound"":51,""UrbanFit"":95}",45871.88,"[627,787,125,798,111,1000,39,458,416,457,937,518]",2026-01-30T13:39:19+00:00
340,2025-12-04T14:06:01+00:00,"{""15"":100,""17"":59,""19"":55,""22"":132,""5"":138,""8"":101,""9"":22}","{""Brisk"":2,""Neonix"":29,""PixelWay"":6,""PrimeTech"":98,""Vertex"":31}",55635.47,"[842,512,81,526,278,1106,408,488,304]",2025-12-20T10:32:40+00:00
341,2025-12-27T10:21:30+00:00,"{""16"":36,""21"":14,""23"":158}","{""AquaLeaf"":47,""Aster"":61,""Neonix"":46,""Terra"":85,""Vertex"":26,""Volna"":13}",,"[522,1181,562,798,185]",2026-01-12T04:54:41+00:00
342,2025-12-08T02:25:18+00:00,"{""1"":88,""13"":26,""14"":83,""16"":131,""20"":17,""22"":32,""7"":46}","{""Lumen"":92,""Terra"":77,""Vertex"":102}",41045.59,"[47,876,1036,667,43,986,853,755,392]",2026-02-02T02:30:57+00:00
343,2026-02-20T16:59:55+00:00,"{""20"":157,""22"":14,""6"":141}","{""Brisk"":32,""Lumen"":86,""NordLine"":15,""TrueSound"":88}",32435.92,"[766,106,827,743,721,131,1126]",2026-02-19T16:59:02+00:00
344,2026-01-05T19:25:50+00:00,"{""15"":134,""16"":107,""18"":15,""22"":153,""8"":16}","{""CleverBee"":89,""Lumen"":111,""UrbanFit"":99}",11551.20,"[668,1162,43,257,972,989,1196]",2026-01-26T17:24:40+00:00
345,2026-01-28T13:46:15+00:00,"{""13"":74,""3"":53,""7"":100}","{""Futura"":103,""Lumen"":69,""MobiPro"":44,""NordLine"":114}",34992.97,"[471,566,915,106,1143,569,847,829,1098,891,474,953]",2026-01-24T05:20:00+00:00
346,2025-12-24T01:19:31+00:00,"{""10"":125,""12"":129,""15"":42,""18"":70,""23"":46,""6"":75,""9"":63}","{""MobiPro"":111,""PrimeTech"":7,""Rivex"":54,""Terra"":108,""TrueSound"":2}",8282.15,"[571,663,885,139,981]",2025-12-24T18:32:23+00:00
347,2025-12-09T18:50:00+00:00,"{""13"":144,""14"":82,""15"":17,""2"":11,""5"":60,""6"":99,""8"":123}","{""HomeArt"":46,""MobiPro"":26,""SilverBox"":13,""Smarton"":78,""Terra"":68}",,"[199,670,1049,133,1182,1017]",2025-12-23T09:30:06+00:00
348,2026-02-04T20:36:01+00:00,"{""10"":77,""13"":110,""14"":65,""17"":140,""21"":83,""7"":62}","{""Brisk"":35,""NordLine"":18,""Optima"":44,""SilverBox"":18}",33373.54,"[407,428,55,170,782,207,1057,202,437,827,206,746]",2026-02-21T22:43:57+00:00
349,2026-02-18T06:53:46+00:00,"{""1"":126,""11"":111,""14"":26,""21"":54,""22"":63}","{""CleverBee"":57,""Smarton"":46,""Volna"":47}",45618.17,"[1083,317,185,155,736,335,463,664]",2026-02-15T03:20:56+00:00
350,2025-12-10T19:29:32+00:00,"{""20"":99,""23"":76,""4"":7,""6"":145,""7"":50}","{""AquaLeaf"":5,""Optima"":64,""PrimeTech"":41,""Smarton"":60}",24968.37,"[1055,416,622,656,251,570,239,881,303,445,150,771]",2025-12-06T20:48:19+00:00
351,2025-12-09T09:36:43+00:00,"{""1"":25,""19"":71,""2"":106,""23"":37,""4"":116,""6"":127}","{""Aster"":21,""CleverBee"":41,""Lumen"":103,""Rivex"":63}",10022.42,"[4,489,241,614,894]",2026-02-20T19:28:37+00:00
352,2026-01-07T19:45:50+00:00,"{""11"":44,""16"":21,""20"":48,""23"":6,""24"":59,""7"":124,""9"":30}","{""Neonix"":98,""Smarton"":78,""TrueSound"":44}",56359.02,"[283,831,331,788,167,529]",2026-01-01T13:49:37+00:00
353,2026-02-05T23:37:37+00:00,"{""1"":75,""16"":10,""19"":45,""2"":14,""22"":81,""9"":106}","{""Aster"":38,""HomeArt"":3,""Lumen"":95}",53599.78,"[320,828,660,344,606,341,276,342,139]",2026-02-24T03:12:45+00:00
354,2026-02-05T16:10:14+00:00,"{""16"":9,""17"":71,""2"":70,""9"":58}","{""Foxly"":109,""Lira"":56,""Lumen"":55,""SilverBox"":113,""Vertex"":34}",50023.81,"[542,153,149,719,1042,1133,604,919]",2026-02-13T07:44:58+00:00
355,2026-02-09T21:47:33+00:00,"{""11"":77,""15"":4,""16"":28,""19"":73,""22"":43,""24"":98,""6"":41}","{""Brisk"":96,""NordLine"":63,""Optima"":98,""Rivex"":67}",1847.60,"[96,904,928,623,631,944,102,980,176,562,612]",2026-03-01T09:35:24+00:00
356,2026-01-05T14:00:03+00:00,"{""11"":22,""13"":126,""17"":109,""18"":133,""4"":33,""7"":112,""8"":31}","{""Aster"":32,""Crafto"":7,""HomeArt"":10,""MobiPro"":49,""NordLine"":3}",22572.09,"[93,254,351,864,782,208,770]",
357,2026-02-19T22:39:15+00:00,"{""1"":68,""10"":29,""14"":63,""15"":74,""9"":155}","{""Futura"":74,""SilverBox"":52,""Smarton"":45}",14167.77,"[903,880,120,912,841,2,466,313]",2026-02-19T17:25:17+00:00
358,2026-01-18T09:48:35+00:00,"{""14"":33,""22"":114,""4"":107,""5"":41}","{""Foxly"":61,""NordLine"":87,""PrimeTech"":66,""Smarton"":38,""Terra"":21,""TrueSound"":113}",5181.22,"[683,333,795,191,1021,996,874,519,276,95,411,120]",
359,2026-02-18T09:46:01+00:00,"{""18"":18,""19"":102,""6"":68,""9"":91}","{""CleverBee"":95,""HomeArt"":56,""Lira"":82,""Terra"":25}",45002.87,"[411,1170,11,462,749,1157,771,1061,1025,464,530,647]",2026-02-28T20:04:44+00:00
360,2026-03-02T06:44:11+00:00,"{""14"":146,""15"":105,""21"":46,""7"":40}","{""HomeArt"":107,""Lumen"":33,""TrueSound"":67}",21344.92,"[424,162,872,755,850,971,881,999,1038,299,544]",2026-02-27T18:25:38+00:00
361,2026-02-27T07:56:10+00:00,"{""12"":158,""20"":57,""24"":48,""9"":157}","{""CleverBee"":96,""Lira"":33,""Optima"":3,""Vertex"":31}",18495.77,"[563,708,151,1066,1112,1166,377,919,309,456]",2026-02-20T15:24:09+00:00
362,2025-12-20T09:14:08+00:00,"{""11"":38,""15"":73,""18"":69,""2"":46,""5"":140,""7"":64}","{""Brisk"":95,""Foxly"":9,""Lumen"":72,""PixelWay"":67,""PrimeTech"":35}",27557.42,"[115,329,766,106,928,1151]",2025-12-27T16:33:45+00:00
363,2026-02-06T01:17:28+00:00,"{""14"":149,""15"":16,""2"":46,""21"":77,""5"":96}","{""Foxly"":67,""HomeArt"":38,""PrimeTech"":9}",21826.85,"[11,159,552,136,1083,158,810,1107]",2026-02-25T21:36:42+00:00
364,2026-02-02T12:06:59+00:00,"{""14"":98,""15"":84,""17"":151,""19"":60,""22"":53,""5"":151}","{""Neonix"":4,""PrimeTech"":23}",34437.98,"[709,383,5,457,915,909,480]",2026-02-16T13:15:30+00:00
365,2025-12-26T15:14:08+00:00,"{""10"":84,""12"":87,""17"":50,""19"":41}","{""Foxly"":61,""Smarton"":58,""TrueSound"":117,""UrbanFit"":113}",,"[168,896,425,1071,147,82,1173,857,886,529,513]",2026-01-09T13:02:52+00:00
366,2025-12-03T12:38:53+00:00,"{""10"":156,""11"":64,""16"":136,""20"":32,""21"":89,""22"":125,""3"":154}","{""AquaLeaf"":110,""Crafto"":86,""HomeArt"":30,""Neonix"":78,""TrueSound"":13}",61906.69,"[298,235,218,794,211,1167,1051,317,656]",2026-02-08T09:13:31+00:00
367,2026-02-22T23:21:09+00:00,"{""12"":148,""16"":36,""19"":39,""3"":145,""4"":23,""5"":132,""7"":135}","{""CleverBee"":11,""Crafto"":60,""UrbanFit"":10}",49836.48,"[727,184,583,457,275,402,1049,212,1141,86]",2026-02-23T03:22:25+00:00
368,2025-12-20T10:57:41+00:00,"{""12"":60,""17"":143,""22"":73,""24"":126,""3"":32}","{""Aster"":50,""Neonix"":102,""Optima"":69,""PixelWay"":68,""Terra"":76}",2550.19,"[1123,145,801,703,751]",2026-02-07T20:03:40+00:00
369,2026-02-05T17:18:11+00:00,"{""12"":66,""22"":113,""3"":50,""5"":73}","{""Foxly"":69,""Neonix"":67,""NordLine"":102,""Orion"":116}",24713.87,"[443,38,119,349,438,1150,865,1038]",2026-02-24T04:04:17+00:00
370,2026-02-22T16:30:17+00:00,"{""14"":145,""23"":57,""3"":4,""5"":132}","{""Futura"":11,""Lira"":80,""Terra"":42}",,"[1105,236,765,456,97,768,223,1149,568,784,243,748]",2026-02-28T13:08:34+00:00
371,2026-01-14T14:26:58+00:00,"{""13"":82,""15"":126,""16"":127,""21"":70,""3"":132,""4"":24,""7"":40}","{""HomeArt"":23,""PixelWay"":51,""TrueSound"":23,""Volna"":109}",32776.75,"[537,350,1001,313,778,214,654,185,124,163]",2026-02-20T19:12:48+00:00
372,2025-12-17T12:38:14+00:00,"{""20"":144,""21"":51,""8"":58}","{""Futura"":76,""Lumen"":50,""PrimeTech"":10}",24282.92,"[128,381,16,847,834,1047,364,933,983,12]",2026-02-10T20:50:49+00:00
373,2025-12-31T23:17:48+00:00,"{""12"":142,""15"":160,""16"":60,""20"":135,""22"":38,""3"":144}","{""Aster"":118,""Crafto"":8,""HomeArt"":81}",47835.13,"[658,88,281,1002,1013,460,184,1032,34,432,786]",2026-01-02T09:56:02+00:00
374,2026-03-01T13:18:00+00:00,"{""11"":92,""21"":108,""22"":113,""3"":114,""8"":55,""9"":77}","{""Lira"":114,""PixelWay"":98,""Terra"":4}",,"[185,62,1155,259,543,186,1171,434,478,1162]",2026-02-24T12:34:03+00:00
375,2026-02-25T08:18:54+00:00,"{""1"":32,""14"":142,""15"":20,""17"":127,""2"":67,""4"":140}","{""AquaLeaf"":111,""Foxly"":13,""MobiPro"":4,""Orion"":111,""Vertex"":9,""Volna"":89}",30197.26,"[462,1166,550,96,1121]",2026-02-19T01:22:14+00:00
376,2026-01-29T17:31:31+00:00,"{""2"":98,""21"":33,""23"":103,""24"":104,""6"":48,""7"":10,""8"":117}","{""NordLine"":85,""Orion"":52,""Rivex"":21,""Vertex"":25}",29802.58,"[143,404,703,30,198]",
377,2026-02-23T18:53:41+00:00,"{""2"":50,""23"":41,""24"":84,""7"":114}","{""Crafto"":31,""Futura"":106,""Lira"":23}",57185.53,"[343,975,669,737,199,284,62,294,917,1086,1160]",2026-02-18T18:16:21+00:00
378,2025-12-11T08:06:24+00:00,"{""17"":53,""4"":111,""6"":154,""8"":26}","{""Crafto"":85,""MobiPro"":115,""Neonix"":6,""Terra"":76,""UrbanFit"":66}",,"[550,183,1109,1127,199,387,755,652,333,732,1161,1178]",2026-01-02T23:56:00+00:00
379,2026-01-13T09:09:07+00:00,"{""1"":142,""10"":17,""11"":151,""15"":156,""22"":51,""9"":132}","{""Aster"":95,""Lumen"":45,""Neonix"":45,""Orion"":5,""PrimeTech"":35}",38509.95,"[292,908,550,789,1095]",2026-02-18T19:02:24+00:00
380,2026-02-02T10:58:48+00:00,"{""16"":102,""18"":43,""2"":67,""20"":92,""6"":45,""9"":94}","{""Aster"":43,""Brisk"":96,""NordLine"":55}",5077.33,"[781,36,87,887,269,521,987,263,1027,997,899,849]",2026-02-03T04:49:18+00:00
381,2026-02-02T18:06:53+00:00,"{""19"":65,""23"":45,""5"":137,""8"":64,""9"":100}","{""Optima"":49,""Rivex"":94}",6129.94,"[79,250,65,514,562,114,707,768,904]",2026-01-28T04:29:28+00:00
382,2026-01-10T19:46:01+00:00,"{""12"":132,""14"":26,""18"":136,""21"":5,""8"":71}","{""CleverBee"":49,""Lumen"":49,""Neonix"":87,""Volna"":96}",28441.95,"[633,825,762,879,750,843,832,851]",2026-02-09T17:00:36+00:00
383,2026-02-25T00:09:10+00:00,"{""14"":160,""18"":120,""20"":96,""9"":129}","{""MobiPro"":55,""Neonix"":40,""Smarton"":104,""Volna"":108}",1147.06,"[624,1131,582,609,797]",2026-02-22T07:11:27+00:00
384,2026-02-19T15:07:00+00:00,"{""11"":26,""14"":29,""3"":34,""6"":100}","{""AquaLeaf"":78,""Brisk"":41,""Lumen"":75,""SilverBox"":73,""Vertex"":55}",39603.69,"[920,790,1035,499,497,236,851,136,482,522,230,960]",2026-02-19T19:41:35+00:00
385,2026-01-02T23:03:47+00:00,"{""1"":72,""11"":95,""12"":117,""17"":123,""23"":43,""4"":156}","{""CleverBee"":69,""Futura"":89,""Neonix"":36,""Optima"":89,""PixelWay"":21,""UrbanFit"":83}",24317.99,"[403,227,518,603,789]",2026-02-28T18:14:37+00:00
386,2026-02-02T16:42:38+00:00,"{""10"":153,""14"":85,""18"":102,""19"":56,""20"":34,""24"":97}","{""AquaLeaf"":113,""Aster"":57,""Brisk"":6,""HomeArt"":6,""Lira"":57}",61115.25,"[304,707,64,322,542,205,315]",2026-01-29T18:26:08+00:00
387,2025-12-07T17:55:59+00:00,"{""11"":115,""14"":63,""2"":148,""21"":58,""3"":85,""4"":126,""9"":121}","{""Futura"":63,""HomeArt"":59,""Optima"":39,""SilverBox"":35,""Terra"":5,""Vertex"":34}",,"[148,147,361,1150,1027,487]",2026-01-12T05:48:09+00:00
388,2025-12-19T06:11:52+00:00,"{""1"":62,""2"":72,""3"":20,""6"":130,""7"":141,""8"":32}","{""AquaLeaf"":85,""NordLine"":57,""SilverBox"":74,""UrbanFit"":26}",14369.94,"[194,83,993,216,195,552]",2026-01-12T08:32:31+00:00
389,2026-01-14T08:58:33+00:00,"{""13"":61,""17"":7,""24"":25,""4"":156,""5"":13,""6"":25,""8"":24}","{""Orion"":89,""Smarton"":70,""Volna"":78}",24257.06,"[652,1027,344,462,839,957,177,1114]",2026-01-20T10:06:51+00:00
390,2025-12-07T09:08:15+00:00,"{""13"":133,""16"":105,""3"":130,""5"":143,""8"":5,""9"":96}","{""CleverBee"":90,""Crafto"":108,""Futura"":108,""PixelWay"":51,""Terra"":78}",18852.32,"[79,1196,271,854,83,617,232,100,1057,848,41]",
391,2026-01-27T12:43:15+00:00,"{""11"":138,""13"":55,""15"":16,""16"":54,""3"":132,""6"":84}","{""Foxly"":108,""Optima"":34,""SilverBox"":114}",58370.65,"[1116,1072,1163,175,478,601,291,10,265,744,994,422]",2026-02-05T20:28:31+00:00
392,2026-01-04T00:08:56+00:00,"{""1"":48,""12"":141,""15"":56,""6"":152,""8"":123}","{""Crafto"":100,""Lira"":89,""Neonix"":80,""Terra"":68}",,"[887,198,775,913,313,603]",2026-01-30T16:29:29+00:00
393,2026-02-18T11:00:42+00:00,"{""13"":149,""16"":93,""24"":133}","{""Aster"":13,""Brisk"":28,""Lumen"":103}",42852.71,"[743,807,497,586,39,182,844,1074]",2026-03-02T05:30:37+00:00
394,2025-12-05T07:02:09+00:00,"{""13"":155,""17"":30,""23"":32,""24"":33,""3"":110,""6"":79,""9"":99}","{""AquaLeaf"":114,""Brisk"":49,""Futura"":84,""Lira"":92,""Optima"":13}",4135.45,"[816,1185,25,924,104,1125,787,236,1049,750]",2025-12-31T22:15:59+00:00
395,2025-12-03T23:11:19+00:00,"{""10"":5,""14"":58,""15"":7,""17"":154,""2"":119,""20"":133}","{""Foxly"":50,""Neonix"":82,""Optima"":102}",2097.18,"[838,870,877,67,645,1007,42,1160,768,657,418]",2025-12-16T03:11:54+00:00
396,2026-02-04T19:12:55+00:00,"{""10"":41,""16"":29,""2"":126,""8"":106}","{""AquaLeaf"":20,""Crafto"":18,""Neonix"":47,""Orion"":60,""PrimeTech"":40,""Smarton"":15}",44494.04,"[461,516,594,162,252,670,602,1185,190,526,624,271]",2026-02-04T16:36:26+00:00
397,2025-12-06T11:59:52+00:00,"{""1"":125,""12"":153,""18"":156,""6"":49,""7"":90}","{""AquaLeaf"":116,""Brisk"":65,""HomeArt"":72,""PixelWay"":102,""PrimeTech"":115,""UrbanFit"":82}",33417.82,"[873,523,8,991,541,410,500,421,37,1121]",2025-12-07T10:58:16+00:00
398,2026-01-04T19:17:04+00:00,"{""13"":107,""2"":81,""21"":46,""3"":33,""8"":135}","{""Brisk"":84,""Neonix"":29,""Optima"":89,""Rivex"":66,""SilverBox"":21}",57881.18,"[946,17,971,1159,815,175,798,603,711,915,509]",2026-02-03T00:14:39+00:00
399,2026-01-12T06:04:19+00:00,"{""10"":137,""16"":68,""18"":113,""19"":51,""2"":64,""23"":120,""9"":106}","{""NordLine"":69,""PixelWay"":12,""UrbanFit"":26}",21450.70,"[1058,896,90,7,826,117]",2026-02-24T08:52:03+00:00
400,2025-12-09T06:11:49+00:00,"{""16"":139,""2"":9,""21"":95,""22"":4,""24"":152}","{""Crafto"":85,""Lumen"":81}",48215.39,"[84,373,55,63,304]",2026-02-12T01:02:37+00:00
401,2026-01-24T00:06:45+00:00,"{""10"":88,""13"":128,""14"":102,""15"":41,""17"":122,""18"":100,""23"":47}","{""HomeArt"":29,""NordLine"":15,""PixelWay"":72,""PrimeTech"":6}",39694.88,"[455,464,715,120,578,305,1070,212,696]",2026-02-20T03:21:51+00:00
402,2026-02-08T16:31:35+00:00,"{""16"":124,""17"":86,""18"":125,""21"":136,""22"":62,""5"":71,""7"":94}","{""CleverBee"":115,""Orion"":68,""Terra"":23}",,"[963,905,1072,1149,617,40,281,235,978,97,1022]",2026-02-09T11:55:28+00:00
403,2025-12-16T23:01:21+00:00,"{""1"":94,""10"":144,""13"":14,""14"":110,""16"":17,""4"":47}","{""Foxly"":101,""Futura"":92,""Lumen"":110,""Neonix"":119,""PrimeTech"":72}",,"[704,1032,1181,585,999,876,277,409,199,248]",2025-12-10T18:30:55+00:00
404,2025-12-05T02:15:24+00:00,"{""12"":53,""18"":81,""19"":59,""2"":120,""21"":130}","{""Foxly"":29,""HomeArt"":113,""Orion"":6,""Rivex"":8,""TrueSound"":2}",,"[929,63,401,720,661,620,161]",2026-01-12T12:24:30+00:00
405,2025-12-08T17:45:27+00:00,"{""10"":108,""15"":114,""16"":53,""18"":42}","{""AquaLeaf"":105,""HomeArt"":97,""Optima"":95,""Smarton"":70}",49577.30,"[1104,563,544,1020,247,38,882,1160,214,732,779,250]",2026-02-19T04:43:31+00:00
406,2025-12-09T14:51:09+00:00,"{""1"":79,""17"":146,""19"":23,""2"":89,""7"":31}","{""PixelWay"":68,""UrbanFit"":96,""Volna"":37}",,"[672,47,635,83,301,45,605]",2026-02-09T03:18:44+00:00
407,2026-02-15T07:21:48+00:00,"{""10"":65,""19"":18,""2"":121,""20"":12,""5"":67,""7"":85,""8"":150}","{""Brisk"":97,""Smarton"":53,""UrbanFit"":65,""Volna"":106}",5149.65,"[329,433,598,563,294,1098,672,519,33,303,692,824]",2026-02-24T09:55:37+00:00
408,2026-01-07T05:36:00+00:00,"{""1"":35,""15"":121,""4"":32,""5"":133,""8"":39,""9"":83}","{""Foxly"":30,""MobiPro"":12,""Optima"":105,""Terra"":117,""UrbanFit"":68}",14226.12,"[1146,923,910,686,675,778,979,1054,246,475,252]",2026-01-20T16:18:51+00:00
409,2026-01-28T06:12:44+00:00,"{""15"":156,""16"":34,""19"":15,""20"":117,""7"":95,""8"":44}","{""Aster"":38,""Foxly"":46,""Neonix"":5,""NordLine"":30,""Orion"":9,""Terra"":35}",8120.91,"[998,1014,1024,761,351,1068,442]",2026-01-24T05:23:45+00:00
410,2026-01-06T01:51:08+00:00,"{""11"":117,""7"":121,""8"":131}","{""Aster"":90,""Neonix"":71,""NordLine"":21,""Orion"":33,""PixelWay"":3,""TrueSound"":44}",52076.96,"[234,1161,230,597,181,110]",2026-01-03T07:32:10+00:00
411,2026-01-05T07:29:50+00:00,"{""12"":129,""23"":35,""5"":101,""6"":128}","{""Aster"":111,""CleverBee"":69,""Crafto"":66,""Lira"":96,""Terra"":31,""Vertex"":89}",52416.52,"[1182,525,741,169,905,1167,40]",2026-01-25T07:53:32+00:00
412,2026-02-02T05:34:08+00:00,"{""12"":10,""15"":100,""17"":76,""19"":13,""4"":32,""5"":144,""7"":135}","{""Crafto"":3,""HomeArt"":31,""SilverBox"":45,""Terra"":14,""UrbanFit"":110}",9657.20,"[732,1178,896,456,143,617,104,1115,793,929,450]",2026-01-31T10:24:09+00:00
413,2026-02-18T03:34:29+00:00,"{""20"":67,""21"":77,""22"":40,""5"":117,""8"":50}","{""Neonix"":50,""SilverBox"":84,""UrbanFit"":92}",,"[785,821,318,1175,83,803,425,575,836,629,1095]",2026-02-17T16:22:41+00:00
